Protein IDs,Bio2_proteinGroups_F28,Bio2_proteinGroups_F29,Bio2_proteinGroups_F30,Bio2_proteinGroups_F31,Bio2_proteinGroups_F32,Bio2_proteinGroups_F33,Bio2_proteinGroups_F34,Bio2_proteinGroups_F35,Bio2_proteinGroups_F36,Bio2_proteinGroups_F37,Bio2_proteinGroups_F38,Bio2_proteinGroups_F39,Bio2_proteinGroups_F40,Bio2_proteinGroups_F41,Bio2_proteinGroups_F42,Bio2_proteinGroups_F43,Bio2_proteinGroups_F44,Bio2_proteinGroups_F45,Bio2_proteinGroups_F46,Bio2_proteinGroups_F47,Bio2_proteinGroups_F48,Bio2_proteinGroups_F49,Bio2_proteinGroups_F50,Bio2_proteinGroups_F51,Bio2_proteinGroups_F52,Bio2_proteinGroups_F53,Bio2_proteinGroups_F54,Bio2_proteinGroups_F55,Bio2_proteinGroups_F56,Bio2_proteinGroups_F57,Bio2_proteinGroups_F58,Bio2_proteinGroups_F59,Bio2_proteinGroups_F60,Bio2_proteinGroups_F61,Bio2_proteinGroups_F62,Bio2_proteinGroups_F63,Bio2_proteinGroups_F64,Bio2_proteinGroups_F65
AT2G35410.1,177.49,0,0,0,0,0,0,0,0,125.25,0,0,0,0,0,0,0,0,3254.8,0,0,17106,33953,74918,85667,79864,60109,20514,6969.4,10497,7137.7,3397.3,5557.1,0,0,0,0,2089.9
AT2G35450.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,590.49,0,0,29950,14494,0,0,0,0,0,0,0
AT2G35500.1,0,0,0,0,0,0,0,0,29.377,0,19.585,0,0,0,19.585,0,0,0,0,0,0,0,0,0,0,0,1788.2,14672,5671.3,2158,0,0,0,0,0,0,0,0
AT2G35780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15877,13795,0,0,0,0,0,0,0,0,0
AT2G35820.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11944,11428,0,0,0,0,0,0,0,0,0,0,0
AT2G35830.1;AT2G35830.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20738,0,14522,0,0,2150.2,0,0,1357.6,0,0,0,0,0
AT2G36060.3;AT2G36060.1,303.61,0,11629,0,0,0,115.66,0,0,40.913,28.295,18.863,0,0,0,326.96,0,0,0,0,0,0,0,1850.8,0,0,0,0,0,0,0,37.031,5898.2,8882.9,24106,24821,19326,1755.4
AT2G36130.1,0,0,1159.2,18.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.76,0,30.148,0,0,0,0,0,3166.6,0,0,1576.1,1479.4,0,0,8032.1,45886,26281
AT2G36160.1,0,0,0,1682.4,969.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G36230.1,0,0,0,142.34,0,0,0,0,2963.1,1112.5,0,0,0,0,251.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12150,0,6196.1,0,0,0,0,0,0
AT2G36390.1,0,0,0,0,0,0,0,0,1779.4,1313.2,0,1607.7,0,0,0,0,0,0,18986,18445,0,13463,10355,0,0,4291,0,0,0,0,0,0,0,1027.1,1273.5,0,0,0
AT2G36460.1;AT2G36460.2,0,413.55,173280,5701.3,2045.6,920.49,65385,17129,3387,0,3325.2,4496.5,0,10392,2092.5,47814,80516,71644,45253,7291.6,214.6,0,0,1634,6384.4,0,0,0,2469.9,0,1049.8,0,992.48,325.81,2103.7,2313.8,1951.4,0
AT2G36530.1,269.85,1271,87.829,0,0,313.21,0,3105.6,5904.7,19.092,205.99,4328.6,377.6,5751.3,69.746,1696.2,33.411,1201.4,4675.2,5372,958.3,538920,960240,1086400,460810,124250,9675.7,3945,10800,6168.4,2454,0,6258.7,1150.6,109.71,4566.8,5476,4432.7
AT2G36580.1,0,0,0,0,0,0,0,0,45.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3844.6,2438.3,2377.6,0,0,0,0,0,0,0,0
AT2G36880.2;AT2G36880.1,31.647,0,79160,1029,54.251,0,0,0,0,22.605,287.37,251.45,0,0,0,0,18.084,0,196.66,0,0,1314.5,0,4765.5,10620,25091,10682,619.23,6490.2,0,27.126,0,653.27,0,99.461,0,0,0
AT2G37020.1;AT2G37020.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13377,0,0,0,0,0,0,36.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37220.1,246.6,90.452,3658.7,54.658,22.774,0,1713.9,0,54.658,0,1410.3,3058.7,0,0,159.42,0,81.192,31.884,76.64,51.539,27.329,4060.6,20910,797.14,12860,82398,183960,299060,220760,231800,4084.4,19686,2694.1,9745,23291,33170,107860,119160
AT2G37270.2;AT2G37270.1;AT3G11940.2;AT3G11940.1,0,0,140070,3697.8,1259.9,0,80373,0,0,0,0,0,0,0,0,0,0,161.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37500.2;AT2G37500.1,0,0,0,0,0,0,33.01,0,0,0,23.579,0,28.295,0,0,0,0,0,0,0,18.863,18189,4318.1,13262,0,0,0,0,476.29,0,0,0,0,0,0,0,0,0
AT2G37660.1,1971,91.098,35551,281.78,43.09,308.61,4595.7,14430,0,0,2102.1,31.199,41.744,2301.3,353.91,58.107,1557.7,3906,11358,4516.5,157.28,2539.4,13803,13889,0,13293,7165.8,63103,397970,1338000,1703600,1145200,477580,149060,45307,28471,30166,6673.3
AT2G37690.1,0,0,0,0,0,0,17763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G37760.2;AT2G37760.1;AT2G37760.4;AT2G37760.3;AT2G37760.5,0,0,127.79,39.291,23.355,0,36.988,2078.5,52.388,0,0,2955.3,38.384,844.46,172.07,0,0,55.443,2592.3,39.291,98.749,2029,0,4523.7,2718.4,0,3672,3443.2,0,30810,38693,27747,4510.2,3310.8,0,0,0,0
AT2G37770.2;AT2G37770.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.6,0,0,0,1382.4,0,6061.9,7963.6,2912.8,0,0,0,0,0
AT2G37790.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25354,34987,14861,0,0,0,0,0,0
AT2G38040.2;AT2G38040.1,494.81,0,153110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3251.8,0,0,0,0,0,0,2027.7,0,0,0,0,0,0,1482.3,0,0,0,0,1896.3
AT2G38230.1;AT2G38210.1,0,1775.6,0,259.39,0,0,7260.9,20343,56716,14704,29579,19405,0,3334.9,0,0,0,0,0,10492,0,0,0,162.29,0,0,0,0,0,0,0,0,0,0,0,2089,0,0
AT2G38270.1,0,0,9042.4,0,70.064,551.74,37.367,0,0,0,0,0,0,0,0,467.68,0,112.98,0,0,0,0,2213.6,0,0,5092.5,0,0,0,10120,104.48,7033,10995,29415,58515,49053,32768,6885.7
AT2G38740.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699.9,0,0,0,0,4810.7,0,0,0,9298.9,8644.3,33470,12826,0,0,0,0,0,0,0
AT2G39020.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G39080.1,0,0,0,0,0,0,0,0,1046.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,26939,10670,41329,31618,6090.5,0,0,0,0,0,0,0,1439.1
AT2G39730.1,47381,92798,14267000,173990,58287,24594,2500900,984490,254420,84915,91672,171060,7006.2,492650,6685.9,68856,255130,81955,324450,354140,27754,935690,628660,725650,524390,535010,305520,607460,529710,566910,379100,353500,293760,224120,237740,94567,129710,82877
AT2G39800.2;AT2G39800.3;AT2G39800.4;AT2G39800.1,0,503.55,162840,0,0,0,17716,4411.8,0,3097.4,0,0,174.38,0,149.33,12076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.7,0,0,0,0,0
AT2G39990.1,0,465.15,140660,0,0,0,0,0,0,0,1441.4,0,0,0,0,0,0,0,0,0,0,2173.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G40060.1,0,0,2676.6,0,0,0,0,12388,0,0,0,0,0,0,0,0,0,0,1149.3,0,0,0,32.451,0,0,1565.8,0,0,0,0,0,0,0,0,0,0,1448.2,0
AT2G40290.1;AT2G40290.3;AT2G40290.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267.8,0,0,0,0,0,0,0
AT2G40300.1,0,0,0,390.44,188.53,0,52145,10757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G40490.1,0,0,0,0,0,239.42,0,0,1699.6,3281.9,0,3642.4,620.83,1565.5,0,47.987,0,529.01,12764,13393,1493.9,102680,34791,65608,25469,0,18621,0,41359,51557,26284,4972.8,0,0,1845,0,0,0
AT2G40600.1,0,0,0,0,0,0,23.579,0,0,0,0,0,0,0,0,0,0,18.863,0,0,0,0,0,13634,0,0,1547.5,0,0,0,0,0,16579,42681,47916,11656,12664,5755.4
AT2G40660.1,0,0,101580,0,0,0,0,1380.7,0,0,0,0,542.32,8633.6,0,0,0,0,0,0,0,0,0,0,2396.7,2645.1,0,0,0,0,0,0,0,0,0,0,0,1202.7
AT2G40840.1,0,298.38,1920.1,953.92,0,0,62.258,5677.2,0,0,0,0,0,4372.6,151.45,15.6,1110.4,16078,107090,29867,52,4660.4,0,0,0,0,5223.4,1332.3,5971.4,0,0,11833,0,0,1261.1,0,0,1325.3
AT2G41530.1,196.49,1175.8,20600,470.74,294.93,0,2680.2,2420.7,53.369,2926.4,0,0,0,2966.6,0,0,0,0,0,2520.4,0,1529.3,8029.2,6128.8,63840,55448,40081,14571,0,8268.2,4829.8,0,879.18,3534.4,0,0,0,0
AT2G41680.1,0,0,12624,748.65,0,0,72.082,5886.9,4810.4,0,0,3925.3,705.86,11720,0,79.693,45648,38223,217330,51108,1099.4,0,2604.7,11010,0,2742.9,607.11,0,2895.7,0,0,0,0,4996,2262.6,0,0,0
AT2G41790.1,0,0,0,0,0,0,94.974,0,0,0,0,0,0,54081,436.5,4838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432,0,0
AT2G41840.1;AT3G57490.1,0,0,89173,5861.7,1011.2,0,21194,1677,0,0,0,0,0,0,0,0,0,2478.5,0,0,451.51,0,1755.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G42530.1,0,0,0,0,0,0,0,0,0,0,0,0,23.501,0,0,0,0,0,0,0,0,1101.6,0,0,0,0,0,0,0,6116.8,4625.3,2450.6,4633.8,1035.4,5683,0,0,0
AT2G42540.1;AT2G42540.2;AT2G42540.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.605,4560.6,0,0,0,0,0,0,0,0,0,0,0,2593.9,3897.7,2528.2,4834.5,5110.3,3829.7,0,0,4626.9,0
AT2G42590.1;AT2G42590.3;AT2G42590.2;AT1G26480.1,1400.9,396.16,29.073,0,23.994,0,295.11,287.2,1236.5,0,1100.2,0,24.227,3176.4,212.4,0,0,2524.1,40894,57628,4627,59456,39334,4417.4,0,4023.2,0,12825,0,0,3952,0,3419.5,0,474.91,1057.6,0,0
AT2G42600.2;AT2G42600.1;AT3G42628.1,387.87,1238.9,20462,624.51,446.77,602.86,1976.8,7705.3,18603,4599.1,1959.6,96421,4726.1,1016000,13723,188470,218000,34335,48720,11736,305.01,3439,4318.1,37993,5237.1,6428.3,5988.4,0,3300.3,0,0,4486.2,2684.5,5159.5,1393.7,1427,0,3956.2
AT2G42690.1,0,823.58,0,0,0,0,0,0,0,0,0,3306.5,0,9465.4,643.12,26612,128230,20583,32896,0,0,0,0,0,0,0,0,6132.3,0,0,0,0,0,0,0,0,0,0
AT2G42810.1;AT2G42810.2,0,0,0,0,0,54.445,0,10852,36.65,15367,0,0,55.482,0,0,0,0,0,0,23.118,0,0,0,7835.5,0,3631.7,0,2335.7,0,0,0,0,0,0,0,521.3,0,0
AT2G42910.1,0,0,42610,0,0,0,18618,0,0,0,0,0,0,0,0,2268,0,0,0,1454.4,300.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G43030.1,598,0,385770,10470,1419.5,0,1895.3,0,0,0,2612.5,35.99,0,0,421.23,0,0,1098.7,0,3363.4,0,3483.8,1586.2,0,0,0,0,0,0,0,0,0,0,0,0,3789.6,0,0
AT2G43090.1;AT2G43090.2,0,0,0,0,58.753,0,0,460.58,0,0,0,0,0,0,0,0,0,0,0,383.19,0,0,6583.3,14430,33957,2099,4410.9,4088,9072.4,17333,0,22736,12449,6758.1,0,0,0,1406.3
AT2G43560.1,0,0,0,0,0,0,0,0,0,0,1151.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6481,0,27390,8351.4,15138,0
AT2G43570.1,0,0,6126.6,0,0,0,0,0,1339.1,0,0,0,0,0,0,1035.2,0,0,0,0,0,0,0,0,3369.6,0,0,0,0,0,4817.7,5037.1,12122,13292,0,0,0,1295.2
AT2G43590.1;AT3G47540.1;AT3G47540.2,0,29.377,31575,0,0,29.817,172.55,0,238.71,0,0,0,0,4947.8,0,0,6859.4,0,5344.9,7251.2,0,238.19,0,0,0,0,0,0,56.911,0,0,0,2724.3,5043.2,14525,99130,376790,219280
AT2G43620.1,282.8,519.06,30344,0,0,0,2546.3,0,0,1623.1,0,0,0,5256.4,339.94,631.77,0,825.72,3440.3,0,0,0,33.707,0,0,0,1381,0,4970.5,1468.5,35.611,0,0,1836.6,0,12712,72798,61525
AT2G43710.2;AT2G43710.1,0,0,0,16.45,0,0,27.417,2951.8,0,3456.8,21.934,0,0,2418.6,0,0,0,35.921,0,0,0,35832,86580,64130,14277,9972.6,2054.2,0,0,1944.9,0,1175.7,0,0,0,0,0,0
AT2G43750.2;AT2G43750.1,0,952.58,0,0,0,295.75,49.007,0,0,0,0,0,36.041,0,0,1514.9,444.22,37.941,0,801.24,232.09,128980,262250,861400,344130,239800,46809,9701.6,8217.4,0,4956.3,0,6965.3,0,0,2517.4,1762.3,1231.8
AT2G43820.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19145,9111.7,7019,0,0,0,0,0,0,0,0,0
AT2G43910.1;AT2G43910.2;AT2G43910.3;AT2G43920.3;AT2G43920.2;AT2G43920.1,327.1,0,3735.2,0,0,0,0,0,0,0,0,1479.1,141.01,0,0,0,61.677,0,0,0,0,1432.6,3836.8,2318.6,0,23849,28728,207780,132240,96012,36040,23308,0,269.08,0,0,0,0
AT2G43945.1,0,0,0,0,28.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214.4,11375,4246.7,11408,0,4487.6,0,1589.7,0,98.405,0,0,0,0,0,34.735
AT2G44040.1;AT3G59890.2;AT3G59890.1,0,0,0,0,0,0,0,0,0,347.98,0,0,0,0,0,0,0,0,0,0,686.62,0,0,0,0,0,0,0,0,0,1355.7,0,0,0,1460,0,0,0
AT2G44050.1,0,0,0,0,0,0,35655,43567,16130,3142.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44060.2;AT2G44060.1,1077.7,268.61,65925,0,32.451,0,1999.6,0,48.677,0,194.71,0,75.72,0,0,700.62,0,0,3270.1,54.086,53.401,1464.4,10143,38714,0,429.99,0,0,0,0,0,606.69,243.42,1241.3,443.19,0,0,1472.5
AT2G44100.2;AT2G44100.1;AT5G09550.1,0,0,0,0,0,0,0,0,3278.3,0,1029,0,0,0,0,0,0,1229.1,0,0,0,0,3046.4,7530.4,0,31275,3101.7,7130.6,0,0,0,0,0,0,0,0,0,0
AT2G44120.2;AT2G44120.1,0,0,278090,0,0,0,0,0,0,0,0,0,0,0,532.17,0,0,0,0,0,0,0,4331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44160.1,0,0,21452,298.58,215.8,0,0,0,0,0,0,0,0,3016.8,0,692.09,0,46572,20416,21511,0,0,6677.5,0,0,0,0,0,0,0,0,0,0,0,1554,0,0,0
AT2G44310.1,0,0,0,0,0,0,37.087,0,18.684,0,0,0,0,0,0,0,1349.4,0,0,0,0,5786.9,0,0,0,0,0,0,0,0,7863.4,15323,12115,6200.7,0,0,0,0
AT2G44350.1;AT2G44350.2;AT3G60100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24314,0,37749,0,0,5422.6,0,0,0,0,0,3433.5,0,0,0,0,0,1397.3,0
AT2G44490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6259.4,4967.6,0,0,0,0,0,0,0,0,0,0,0,0
AT2G44650.1,0,0,3458,0,0,0,0,0,0,0,0,0,0,0,0,61.983,7165.2,0,28569,47532,5974.1,84164,21225,0,0,0,0,0,0,4999.5,8584.3,3804.7,12980,6790.1,5707.8,0,4442.4,2798.6
AT2G44920.2;AT2G44920.1,0,554.07,4457.4,27.741,36.297,0,91.41,0,0,0,1149,0,36.215,0,50.214,138.69,0,32.365,3409.5,1341,0,3847.7,4450.2,0,6514.9,916.55,0,0,0,2702.5,0,0,0,0,51503,205970,413360,138090
AT2G45250.1,0,0,0,0,0,0,3682.6,0,0,0,0,0,0,0,0,0,623.65,0,0,3710.1,48.36,0,0,0,0,6192.7,3601,0,0,0,0,1121,0,0,0,0,0,0
AT2G45300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,880.3,0,0,0,0,0,0,0,0,0,2642.2,6892.4,5914.9,6298.7,13135,1073.4,781.16,0,87.764,0,847.05,0,0,0,0
AT2G45470.1,0,0,0,0,0,0,0,0,0,0,0,0,0,102600,0,3715.4,0,0,0,0,0,2553.4,0,0,0,0,0,0,0,0,1998.2,985.41,0,0,0,0,0,53.3
AT2G45790.1,0,0,47.895,35.419,0,0,0,0,0,0,1232.6,0,53.129,0,0,0,0,0,0,0,0,0,0,6018.8,12652,4893.6,0,0,0,0,0,0,0,976.24,0,0,0,0
AT2G45990.2;AT2G45990.1;AT2G45990.3;AT2G45990.4,0,0,0,0,33.757,0,0,0,0,0,0,0,21.99,0,38.184,23.865,0,0,0,0,0,0,8030.1,0,0,7480.6,1489.6,1137.5,1313.9,131480,57629,20113,0,0,103.35,0,0,0
AT2G46280.2;AT2G46280.1;AT2G46280.3;AT2G46290.1,0,0,143490,1071.8,0,439.26,4720.9,0,0,0,0,0,298.53,0,487.34,949.41,0,0,0,0,542.15,0,0,424.78,1956.4,0,1513.8,0,2357.9,0,4115.7,0,0,0,0,2533.5,0,0
AT2G47130.1;AT3G29250.2;AT3G29250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7794.9,7644,4380.4,0,0,0,0,0,0,0,0,0,0,0,0,0
AT2G47390.1,382.97,1081.3,87843,0,0,174.86,6320.3,0,6510.5,0,31.394,0,52.998,154790,3575.4,64077,0,2521.1,3089.2,23.865,0,0,0,0,0,603.18,0,0,913.64,0,6870.2,19.092,0,0,0,2228.5,0,19.092
AT2G47400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.05,0,1429.5,1236.5,149520,603.19,39743,30763,0,138050,29728,463480,734230,514900,791.4,1695.6,1059.9,572.74,15646,0,0
AT2G47450.1,0,71.144,5298.3,0,44.065,0,0,0,0,0,0,0,0,0,73.442,0,3701.2,2578.2,2945.1,0,0,0,3214.3,1347.7,0,0,249.7,0,1022.1,0,0,0,0,1059.2,0,0,0,0
AT2G47510.2;AT2G47510.1;AT5G50950.2;AT5G50950.1;AT5G50950.3,0,0,168.59,737.44,235.79,0,37.031,1882.8,0,0,14257,0,0,10405,0,3144,9853.5,16801,8241.9,5619.8,56.589,0,2745.4,0,0,0,0,2590.8,0,2508.4,0,0,0,0,0,0,1016.7,0
AT2G47710.1,0,0,26221,0,66.582,0,0,0,0,0,0,3610.3,0,0,0,0,0,0,0,0,59.839,4087.8,3743.3,0,0,0,0,5369.5,0,7468.6,14661,0,3791.9,4777.1,8326.1,0,0,0
AT2G47730.1,330.97,0,5332.4,0,0,0,0,0,0,0,0,27.327,0,22608,0,422.63,0,22.605,0,0,0,5377.6,2951.9,9356.3,13018,92430,83354,256100,47325,193940,58937,18433,5206.9,0,4439.1,0,2006.7,0
AT2G47910.2;AT2G47910.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.75,0,0,0,0,0,6534.8,0,0,0,0,0,0,2098.9,0,0,0,0,0,0,0
AT2G47940.2;AT2G47940.1,205.93,0,0,0,0,0,54.992,0,0,0,10232,0,399.9,2921.5,145.41,0,867.34,2096.9,0,1169.4,0,0,0,23.156,9064.5,0,3111.7,0,0,0,0,0,1509.4,0,0,942.18,0,1248.9
AT2G47970.2;AT2G47970.1,0,0,0,0,0,0,0,0,0,0,444.14,0,0,0,58.509,0,0,0,0,0,56.984,0,0,2927.5,0,0,0,0,0,0,0,0,0,0,1449,0,15449,0
AT3G01120.1,567.33,0,0,0,0,379.19,0,0,0,0,5832.5,16978,0,37580,0,0,0,18.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056.6,0,0,0
AT3G01480.1;AT3G01480.2,0,0,8122.4,0,0,0,0,8970.2,0,0,4615.7,0,233.43,0,0,0,0,0,0,0,0,0,3260.9,1718.5,0,14971,70526,89177,55065,35685,0,0,1883.9,0,0,0,0,3188.1
AT3G01500.1;AT3G01500.2;AT3G01500.3,785.43,2815.5,138310,683.56,658.94,500.03,26821,791350,10462,2927.7,1745600,2164100,234820,1895500,317560,2193900,2432100,520270,339910,82525,3654.4,109620,212470,744380,994930,1427800,798290,705080,174880,163050,54278,23348,12983,8202.4,5595.6,13995,14466,27545
AT3G01520.1;AT5G14680.1,0,553.73,0,0,0,0,31.884,0,0,0,0,168.53,0,0,0,41.901,0,0,0,0,0,0,0,0,0,0,0,5888.1,0,0,0,0,0,0,0,0,0,0
AT3G01910.1;AT3G01910.2;AT3G01910.3,0,78.581,40.993,31.884,99.725,39.291,28.492,22.774,75.162,22.774,126.93,0,0,0,59.212,0,491.43,0,1367.3,97.59,31.884,0,0,168.06,32207,37161,45287,33661,11640,23615,0,252.46,2689.2,0,0,47.871,2514.8,13.664
AT3G02080.1,0,0,79408,0,0,0,24982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G02260.1,0,0,8978.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566,0,0,0,0,0,0,0,0,0,0,0
AT3G02360.2;AT3G02360.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177.2,0,0,1567.9,19580,25732,24525,0,10995,2994.3,0,0,0,4286.4,0,2666.6,0,0,0,0,0,0,0,0,1292.8
AT3G02520.1,0,0,0,0,0,0,26.302,0,0,0,0,0,0,0,0,192.01,36.55,0,6639.7,22031,0,8620.8,9705.4,0,0,0,0,0,0,0,0,0,1835.9,0,0,0,0,0
AT3G02540.2;AT3G02540.3;AT3G02540.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4165.7,0,0,0,2338.7,0,0,0,0,0,0,0,0,0,0,0,0,0,17933
AT3G02630.1;AT5G16240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2039.4,0,0,0,10064,0,0,9120.6,2437.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G02660.1,0,0,4037.3,0,0,0,2146.5,0,0,0,0,0,0,0,94.974,4555.2,24968,13771,18628,0,0,0,0,0,0,2034.3,0,0,0,0,0,0,0,0,0,0,0,7734.8
AT3G02720.1,0,0,0,259.98,0,0,1518.8,0,0,0,0,0,0,0,40.524,0,3041.7,0,21967,24255,0,1999.1,0,0,0,5682.2,0,0,0,0,0,0,0,0,0,166.44,0,0
AT3G02730.1,0,0,2094.3,328.9,0,0,156.8,505.7,0,49.351,0,0,0,2119.4,221.19,0,1784.9,921.71,0,1093.2,0,5375.5,0,4561,0,0,0,9397.8,19127,32330,89462,83713,84905,189270,201340,214550,194590,273150
AT3G02760.1,0,0,86356,0,0,0,0,0,0,0,0,0,0,3255,0,0,0,0,0,0,0,0,0,3130.2,0,0,0,0,242.75,0,2988.6,0,0,0,0,1897.4,0,0
AT3G02770.1,0,0,0,0,0,0,32.365,0,50.935,0,75.27,0,0,0,0,0,0,18.494,0,2423.5,27.741,17259,13590,1686.3,0,0,0,0,0,0,0,0,0,0,0,0,0,38.201
AT3G02780.1,0,0,0,949.05,0,0,60.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149.8,0,0,0,0,2546.5,32783,15325,54194,14686,14847,0,0,0,0,0
AT3G02870.3;AT3G02870.1;AT3G02870.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22595,18224,14928,0,0,0,0,0,0,0,0,0,0
AT3G03250.1,0,0,37.86,0,0,0,0,0,0,0,0,18.684,0,1634.7,0,0,0,16.226,35.611,0,0,0,694.4,0,8283.5,27881,32822,34679,15555,8014.8,1899.5,0,0,0,33.901,0,0,0
AT3G03710.1;AT2G47220.1,0,0,0,0,923.37,0,8137.8,15683,0,0,8939,0,50.039,0,0,521.55,0,1638.4,0,0,0,0,0,0,0,0,0,2197.1,0,0,0,0,0,0,0,3556.4,0,0
AT3G03780.3;AT3G03780.2;AT3G03780.1,0,0,0,0,31.647,0,0,0,0,18.084,45.56,0,65.939,0,0,0,0,0,4527.1,5627.8,1179.6,112960,15499,89604,2507.7,4023,0,2828.6,2366.7,1773.5,4884.9,0,845.72,0,0,0,2539,0
AT3G03890.2;AT3G03890.1,0,0,0,0,0,0,0,0,0,0,0,0,37.439,0,0,0,839.26,0,0,0,0,0,3511.2,8477.2,0,0,0,1168.6,0,0,0,0,0,0,0,0,0,0
AT3G03960.1,0,0,96108,674.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294.6,0,0
AT3G03980.1;AT3G04000.1,0,0,0,0,0,0,0,0,0,2064.9,0,0,0,0,0,0,0,0,0,4085.9,0,2610.1,0,0,0,0,0,0,311.19,0,0,0,0,0,0,0,0,0
AT3G03990.1,0,0,0,0,0,0,95.541,0,0,0,0,0,0,0,0,0,7816.4,842.41,0,0,0,0,0,0,0,0,667.72,0,1010.8,0,0,4790.5,22398,0,0,54.208,0,0
AT3G04120.1,0,0,144730,0,0,0,13286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4001.8,0,0,0,0
AT3G04260.1,0,0,36996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G04400.2;AT3G04400.1;AT2G33370.1;AT1G04480.1,0,0,208680,0,0,0,0,0,2566.1,0,0,0,0,0,0,0,1946.8,2408.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G04550.1,0,0,0,28.15,0,0,37207,19042,5398.2,0,0,0,0,845.63,0,462.06,0,2433.5,8762.2,0,0,0,0,74.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
